id;name;lat;lng;slug;sku;url;icon;
72f0ffee-61e4-45e8-b0bd-53170096e000;Apoquindo 3939 - Alcántara;-33.415.428;-70.589.473;apoquindo-3939-alcantara;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-3939-alcantara/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
406d2c01-8f44-4cd7-9c0f-3099bb302758;Apoquindo (bandejon) - Alonso de Cordova;-33.408.634;-70.566.468;apoquindo-bandejon-alonso-de-cordova;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-bandejon-alonso-de-cordova/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
7f75f83c-41d5-4679-90ac-5ceb7292bcb2;Apoquindo 3039 - Augusto Leguía Norte;-3.341.724;-7.059.777.947.428.430;apoquindo-3039-augusto-leguia-norte;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-3039-augusto-leguia-norte/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
329dbf94-db94-4248-912c-e87cd4727d3c;Apoquindo 4499 - Cruz del Sur;-33.414.022;-70.583.181;apoquindo-4499-cruz-del-sur;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-4499-cruz-del-sur/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
dd36f583-5059-4eb8-ae02-cce54f1d1025;Apoquindo 3291 - San Crescente;-33.416.673;-70.596.155;apoquindo-3291-san-crescente;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-3291-san-crescente/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
ab956227-1b30-45c3-92fa-6e9db54c14a0;Apoquindo 6266 - Escandinavia;-33.408.303;-70.566.067;apoquindo-6266-escandinavia;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-6266-escandinavia/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
9c5ad117-c459-4fbc-8701-0c41c0be73dd;Apoquindo 4601 - Evaristo Lillo;-33.413.331;-70.581.823;apoquindo-4601-evaristo-lillo;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-4601-evaristo-lillo/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
0cedb818-abe5-487d-b04c-b712b741be16;Apoquindo 4551 - Félix de Amesti;-33.413.913;-70.582.631;apoquindo-4551-felix-de-amesti;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-4551-felix-de-amesti/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
67747420-32a6-4c3a-9fac-1637535cb7d5;General Barcelo - Apoquindo;-33.413.739;-70.582.988;general-barcelo-apoquindo;;https://maps.oohpublicidad.cl/espacios-publicitarios/general-barcelo-apoquindo/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
6835f0ae-28be-4bef-9880-0ff9610a1ffb;Apoquindo 6949 - Carol Urzúa;-33.407.641;-7.055.834;apoquindo-6949-carol-urzua;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-6949-carol-urzua/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
240452dc-e59d-4d5a-8620-6df17225a1c9;Apoquindo 3795 - Gertrudis Echeñique;-33.415.833;-70.591.658;apoquindo-3795-gertrudis-echenique;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-3795-gertrudis-echenique/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
96aa1469-791f-4f56-826e-5a1999f66ee6;Apoquindo 4130 - Jean Mermoz;-33.415.221;-70.587.665;apoquindo-4130-jean-mermoz;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-4130-jean-mermoz/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
ee729925-bd79-4713-917c-17761d3e3d7d;Apoquindo 4935 - La Castellana;-33.411.919;-70.576.865;apoquindo-4935-la-castellana;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-4935-la-castellana/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
6c2dd0e3-36c3-4985-a19b-bbe4c6b8a35a;Apoquindo 5090 - La Gloria;-334.112;-70.575.833;apoquindo-5090-la-gloria;;https://maps.oohpublicidad.cl/espacios-publicitarios/apoquindo-5090-la-gloria/modal;https://maps.oohpublicidad.cl/espacios-publicitarios/markers/marker-shelter.png;
